"repo","call_id","file","enclosing_qname","framework","pattern","callable","call_source","call_line","call_col","is_await","arg_count","fp_tier"
"Shubhamsaboo/awesome-llm-apps","Shubhamsaboo_awesome-llm-apps/advanced_ai_agents/multi_agent_apps/agent_teams/ai_recruitment_agent_team/ai_recruitment_agent_team.py::196::30","Shubhamsaboo_awesome-llm-apps/advanced_ai_agents/multi_agent_apps/agent_teams/ai_recruitment_agent_team/ai_recruitment_agent_team.py","Shubhamsaboo_awesome-llm-apps.advanced_ai_agents.multi_agent_apps.agent_teams.ai_recruitment_agent_team.ai_recruitment_agent_team.analyze_resume","agno",".run","analyzer.run","analyzer.run(f'Please analyze this resume against the following requirements and provide your response in valid JSON format:\n            Role Requirements:\n            {ROLE_REQUIREMENTS[role]}\n            Resume Text:\n            {resume_text}\n            Your response must be a valid JSON object like this:\n            {{\n                ""selected"": true/false,\n                ""feedback"": ""Detailed feedback explaining the decision"",\n                ""matching_skills"": [""skill1"", ""skill2""],\n                ""missing_skills"": [""skill3"", ""skill4""],\n                ""experience_level"": ""junior/mid/senior""\n            }}\n            Evaluation criteria:\n            1. Match at least 70% of required skills\n            2. Consider both theoretical knowledge and practical experience\n            3. Value project experience and real-world applications\n            4. Consider transferable skills from similar technologies\n            5. Look for evidence of continuous learning and adaptability\n            Important: Return ONLY the JSON object without any markdown formatting or backticks.\n            ')","196","30","False","1",""
"Shubhamsaboo/awesome-llm-apps","Shubhamsaboo_awesome-llm-apps/advanced_ai_agents/multi_agent_apps/agent_teams/ai_recruitment_agent_team/ai_recruitment_agent_team.py::284::27","Shubhamsaboo_awesome-llm-apps/advanced_ai_agents/multi_agent_apps/agent_teams/ai_recruitment_agent_team/ai_recruitment_agent_team.py","Shubhamsaboo_awesome-llm-apps.advanced_ai_agents.multi_agent_apps.agent_teams.ai_recruitment_agent_team.ai_recruitment_agent_team.schedule_interview","agno",".run","scheduler.run","scheduler.run(f""Schedule a 60-minute technical interview with these specifications:\n            - Title: '{role} Technical Interview'\n            - Date: {formatted_time}\n            - Timezone: IST (India Standard Time)\n            - Attendee: {candidate_email}\n            \n            Important Notes:\n            - The meeting must be between 9 AM - 5 PM IST\n            - Use IST (UTC+5:30) timezone for all communications\n            - Include timezone information in the meeting details\n            "")","284","27","False","1",""
"Shubhamsaboo/awesome-llm-apps","Shubhamsaboo_awesome-llm-apps/advanced_ai_agents/multi_agent_apps/agent_teams/ai_recruitment_agent_team/ai_recruitment_agent_team.py::298::8","Shubhamsaboo_awesome-llm-apps/advanced_ai_agents/multi_agent_apps/agent_teams/ai_recruitment_agent_team/ai_recruitment_agent_team.py","Shubhamsaboo_awesome-llm-apps.advanced_ai_agents.multi_agent_apps.agent_teams.ai_recruitment_agent_team.ai_recruitment_agent_team.schedule_interview","agno",".run","email_agent.run","email_agent.run(f'Send an interview confirmation email with these details:\n            - Role: {role} position\n            - Meeting Details: {meeting_response}\n            \n            Important:\n            - Clearly specify that the time is in IST (India Standard Time)\n            - Ask the candidate to join 5 minutes early\n            - Include timezone conversion link if possible\n            - Ask him to be confident and not so nervous and prepare well for the interview\n            ')","298","8","False","1",""
"Shubhamsaboo/awesome-llm-apps","Shubhamsaboo_awesome-llm-apps/advanced_ai_agents/multi_agent_apps/agent_teams/ai_recruitment_agent_team/ai_recruitment_agent_team.py::252::4","Shubhamsaboo_awesome-llm-apps/advanced_ai_agents/multi_agent_apps/agent_teams/ai_recruitment_agent_team/ai_recruitment_agent_team.py","Shubhamsaboo_awesome-llm-apps.advanced_ai_agents.multi_agent_apps.agent_teams.ai_recruitment_agent_team.ai_recruitment_agent_team.send_rejection_email","agno",".run","email_agent.run","email_agent.run(f'\n        Send an email to {to_email} regarding their application for the {role} position.\n        Use this specific style:\n        1. use all lowercase letters\n        2. be empathetic and human\n        3. mention specific feedback from: {feedback}\n        4. encourage them to upskill and try again\n        5. suggest some learning resources based on missing skills\n        6. end the email with exactly:\n           best,\n           the ai recruiting team\n        \n        Do not include any names in the signature.\n        The tone should be like a human writing a quick but thoughtful email.\n        ')","252","4","False","1",""
"Shubhamsaboo/awesome-llm-apps","Shubhamsaboo_awesome-llm-apps/advanced_ai_agents/multi_agent_apps/agent_teams/ai_recruitment_agent_team/ai_recruitment_agent_team.py::236::4","Shubhamsaboo_awesome-llm-apps/advanced_ai_agents/multi_agent_apps/agent_teams/ai_recruitment_agent_team/ai_recruitment_agent_team.py","Shubhamsaboo_awesome-llm-apps.advanced_ai_agents.multi_agent_apps.agent_teams.ai_recruitment_agent_team.ai_recruitment_agent_team.send_selection_email","agno",".run","email_agent.run","email_agent.run(f""\n        Send an email to {to_email} regarding their selection for the {role} position.\n        The email should:\n        1. Congratulate them on being selected\n        2. Explain the next steps in the process\n        3. Mention that they will receive interview details shortly\n        4. The name of the company is 'AI Recruiting Team'\n        "")","236","4","False","1",""
"Shubhamsaboo/awesome-llm-apps","Shubhamsaboo_awesome-llm-apps/advanced_ai_agents/multi_agent_apps/agent_teams/ai_travel_planner_agent_team/backend/agents/structured_output.py::110::25","Shubhamsaboo_awesome-llm-apps/advanced_ai_agents/multi_agent_apps/agent_teams/ai_travel_planner_agent_team/backend/agents/structured_output.py","Shubhamsaboo_awesome-llm-apps.advanced_ai_agents.multi_agent_apps.agent_teams.ai_travel_planner_agent_team.backend.agents.structured_output.convert_to_model","agno",".arun","structured_output_agent.arun","structured_output_agent.arun(prompt)","110","25","True","1",""
"Shubhamsaboo/awesome-llm-apps","Shubhamsaboo_awesome-llm-apps/advanced_ai_agents/multi_agent_apps/agent_teams/multimodal_coding_agent_team/ai_coding_agent_o3.py::163::30","Shubhamsaboo_awesome-llm-apps/advanced_ai_agents/multi_agent_apps/agent_teams/multimodal_coding_agent_team/ai_coding_agent_o3.py","Shubhamsaboo_awesome-llm-apps.advanced_ai_agents.multi_agent_apps.agent_teams.multimodal_coding_agent_team.ai_coding_agent_o3.execute_code_with_agent","agno",".run","execution_agent.run","execution_agent.run(prompt)","163","30","False","1",""
"Shubhamsaboo/awesome-llm-apps","Shubhamsaboo_awesome-llm-apps/advanced_ai_agents/multi_agent_apps/agent_teams/multimodal_coding_agent_team/ai_coding_agent_o3.py::148::34","Shubhamsaboo_awesome-llm-apps/advanced_ai_agents/multi_agent_apps/agent_teams/multimodal_coding_agent_team/ai_coding_agent_o3.py","Shubhamsaboo_awesome-llm-apps.advanced_ai_agents.multi_agent_apps.agent_teams.multimodal_coding_agent_team.ai_coding_agent_o3.execute_code_with_agent","agno",".run","execution_agent.run","execution_agent.run(error_prompt)","148","34","False","1",""
"Shubhamsaboo/awesome-llm-apps","Shubhamsaboo_awesome-llm-apps/advanced_ai_agents/multi_agent_apps/agent_teams/multimodal_coding_agent_team/ai_coding_agent_o3.py::233::38","Shubhamsaboo_awesome-llm-apps/advanced_ai_agents/multi_agent_apps/agent_teams/multimodal_coding_agent_team/ai_coding_agent_o3.py","Shubhamsaboo_awesome-llm-apps.advanced_ai_agents.multi_agent_apps.agent_teams.multimodal_coding_agent_team.ai_coding_agent_o3.main","agno",".run","coding_agent.run","coding_agent.run(user_query)","233","38","False","1",""
"Shubhamsaboo/awesome-llm-apps","Shubhamsaboo_awesome-llm-apps/advanced_ai_agents/multi_agent_apps/agent_teams/multimodal_coding_agent_team/ai_coding_agent_o3.py::225::46","Shubhamsaboo_awesome-llm-apps/advanced_ai_agents/multi_agent_apps/agent_teams/multimodal_coding_agent_team/ai_coding_agent_o3.py","Shubhamsaboo_awesome-llm-apps.advanced_ai_agents.multi_agent_apps.agent_teams.multimodal_coding_agent_team.ai_coding_agent_o3.main","agno",".run","coding_agent.run","coding_agent.run(extracted_query)","225","46","False","1",""
"Shubhamsaboo/awesome-llm-apps","Shubhamsaboo_awesome-llm-apps/advanced_ai_agents/multi_agent_apps/agent_teams/multimodal_coding_agent_team/ai_coding_agent_o3.py::120::30","Shubhamsaboo_awesome-llm-apps/advanced_ai_agents/multi_agent_apps/agent_teams/multimodal_coding_agent_team/ai_coding_agent_o3.py","Shubhamsaboo_awesome-llm-apps.advanced_ai_agents.multi_agent_apps.agent_teams.multimodal_coding_agent_team.ai_coding_agent_o3.process_image_with_gemini","agno",".run","vision_agent.run","vision_agent.run(prompt, images=[agno_image])","120","30","False","2",""
"Shubhamsaboo/awesome-llm-apps","Shubhamsaboo_awesome-llm-apps/advanced_ai_agents/multi_agent_apps/ai_aqi_analysis_agent/ai_aqi_analysis_agent_gradio.py::99::30","Shubhamsaboo_awesome-llm-apps/advanced_ai_agents/multi_agent_apps/ai_aqi_analysis_agent/ai_aqi_analysis_agent_gradio.py","Shubhamsaboo_awesome-llm-apps.advanced_ai_agents.multi_agent_apps.ai_aqi_analysis_agent.ai_aqi_analysis_agent_gradio.HealthRecommendationAgent.get_recommendations","agno",".run","self.agent.run","self.agent.run(prompt)","99","30","False","1",""
"Shubhamsaboo/awesome-llm-apps","Shubhamsaboo_awesome-llm-apps/advanced_ai_agents/multi_agent_apps/ai_aqi_analysis_agent/ai_aqi_analysis_agent_streamlit.py::115::30","Shubhamsaboo_awesome-llm-apps/advanced_ai_agents/multi_agent_apps/ai_aqi_analysis_agent/ai_aqi_analysis_agent_streamlit.py","Shubhamsaboo_awesome-llm-apps.advanced_ai_agents.multi_agent_apps.ai_aqi_analysis_agent.ai_aqi_analysis_agent_streamlit.HealthRecommendationAgent.get_recommendations","agno",".run","self.agent.run","self.agent.run(prompt)","115","30","False","1",""
"Shubhamsaboo/awesome-llm-apps","Shubhamsaboo_awesome-llm-apps/advanced_ai_agents/multi_agent_apps/ai_domain_deep_research_agent/ai_domain_deep_research_agent.py::159::36","Shubhamsaboo_awesome-llm-apps/advanced_ai_agents/multi_agent_apps/ai_domain_deep_research_agent/ai_domain_deep_research_agent.py","Shubhamsaboo_awesome-llm-apps.advanced_ai_agents.multi_agent_apps.ai_domain_deep_research_agent.ai_domain_deep_research_agent.compile_report","agno",".run","compile_report_task.run","compile_report_task.run()","159","36","False","0",""
"Shubhamsaboo/awesome-llm-apps","Shubhamsaboo_awesome-llm-apps/advanced_ai_agents/multi_agent_apps/ai_domain_deep_research_agent/ai_domain_deep_research_agent.py::106::36","Shubhamsaboo_awesome-llm-apps/advanced_ai_agents/multi_agent_apps/ai_domain_deep_research_agent/ai_domain_deep_research_agent.py","Shubhamsaboo_awesome-llm-apps.advanced_ai_agents.multi_agent_apps.ai_domain_deep_research_agent.ai_domain_deep_research_agent.generate_questions","agno",".run","question_generator.run","question_generator.run(f""Generate exactly 5 specific yes/no research questions about the topic '{topic}' in the domain '{domain}'."")","106","36","False","1",""
"Shubhamsaboo/awesome-llm-apps","Shubhamsaboo_awesome-llm-apps/advanced_ai_agents/multi_agent_apps/ai_domain_deep_research_agent/ai_domain_deep_research_agent.py::125::33","Shubhamsaboo_awesome-llm-apps/advanced_ai_agents/multi_agent_apps/ai_domain_deep_research_agent/ai_domain_deep_research_agent.py","Shubhamsaboo_awesome-llm-apps.advanced_ai_agents.multi_agent_apps.ai_domain_deep_research_agent.ai_domain_deep_research_agent.research_question","agno",".run","research_task.run","research_task.run()","125","33","False","0",""
"Shubhamsaboo/awesome-llm-apps","Shubhamsaboo_awesome-llm-apps/advanced_ai_agents/multi_agent_apps/ai_email_gtm_outreach_agent/ai_email_gtm_outreach_agent.py::138::22","Shubhamsaboo_awesome-llm-apps/advanced_ai_agents/multi_agent_apps/ai_email_gtm_outreach_agent/ai_email_gtm_outreach_agent.py","Shubhamsaboo_awesome-llm-apps.advanced_ai_agents.multi_agent_apps.ai_email_gtm_outreach_agent.ai_email_gtm_outreach_agent.run_company_finder","agno",".run","agent.run","agent.run(prompt)","138","22","False","1",""
"Shubhamsaboo/awesome-llm-apps","Shubhamsaboo_awesome-llm-apps/advanced_ai_agents/multi_agent_apps/ai_email_gtm_outreach_agent/ai_email_gtm_outreach_agent.py::152::22","Shubhamsaboo_awesome-llm-apps/advanced_ai_agents/multi_agent_apps/ai_email_gtm_outreach_agent/ai_email_gtm_outreach_agent.py","Shubhamsaboo_awesome-llm-apps.advanced_ai_agents.multi_agent_apps.ai_email_gtm_outreach_agent.ai_email_gtm_outreach_agent.run_contact_finder","agno",".run","agent.run","agent.run(prompt)","152","22","False","1",""
"Shubhamsaboo/awesome-llm-apps","Shubhamsaboo_awesome-llm-apps/advanced_ai_agents/multi_agent_apps/ai_email_gtm_outreach_agent/ai_email_gtm_outreach_agent.py::178::22","Shubhamsaboo_awesome-llm-apps/advanced_ai_agents/multi_agent_apps/ai_email_gtm_outreach_agent/ai_email_gtm_outreach_agent.py","Shubhamsaboo_awesome-llm-apps.advanced_ai_agents.multi_agent_apps.ai_email_gtm_outreach_agent.ai_email_gtm_outreach_agent.run_email_writer","agno",".run","agent.run","agent.run(prompt)","178","22","False","1",""
"Shubhamsaboo/awesome-llm-apps","Shubhamsaboo_awesome-llm-apps/advanced_ai_agents/multi_agent_apps/ai_email_gtm_outreach_agent/ai_email_gtm_outreach_agent.py::163::22","Shubhamsaboo_awesome-llm-apps/advanced_ai_agents/multi_agent_apps/ai_email_gtm_outreach_agent/ai_email_gtm_outreach_agent.py","Shubhamsaboo_awesome-llm-apps.advanced_ai_agents.multi_agent_apps.ai_email_gtm_outreach_agent.ai_email_gtm_outreach_agent.run_research","agno",".run","agent.run","agent.run(prompt)","163","22","False","1",""
"Shubhamsaboo/awesome-llm-apps","Shubhamsaboo_awesome-llm-apps/advanced_ai_agents/multi_agent_apps/ai_news_and_podcast_agents/beifong/agents/image_generate_agent.py::84::8","Shubhamsaboo_awesome-llm-apps/advanced_ai_agents/multi_agent_apps/ai_news_and_podcast_agents/beifong/agents/image_generate_agent.py","Shubhamsaboo_awesome-llm-apps.advanced_ai_agents.multi_agent_apps.ai_news_and_podcast_agents.beifong.agents.image_generate_agent.image_generation_agent_run","agno",".run","image_agent.run","image_agent.run(f""query: {query},\n podcast script: {json.dumps(session_state['generated_script'])}"", session_id=agent.session_id)","84","8","False","2",""
"Shubhamsaboo/awesome-llm-apps","Shubhamsaboo_awesome-llm-apps/advanced_ai_agents/multi_agent_apps/ai_news_and_podcast_agents/beifong/agents/scrape_agent.py::109::23","Shubhamsaboo_awesome-llm-apps/advanced_ai_agents/multi_agent_apps/ai_news_and_podcast_agents/beifong/agents/scrape_agent.py","Shubhamsaboo_awesome-llm-apps.advanced_ai_agents.multi_agent_apps.ai_news_and_podcast_agents.beifong.agents.scrape_agent.verify_content_with_agent","agno",".run","scrape_agent.run","scrape_agent.run(f'Query: {query}\nVerify and format this scraped content. Keep content relevant to the query and ensure quality: {content_for_verification}', session_id=agent.session_id)","109","23","False","2",""
"Shubhamsaboo/awesome-llm-apps","Shubhamsaboo_awesome-llm-apps/advanced_ai_agents/multi_agent_apps/ai_news_and_podcast_agents/beifong/agents/script_agent.py::122::15","Shubhamsaboo_awesome-llm-apps/advanced_ai_agents/multi_agent_apps/ai_news_and_podcast_agents/beifong/agents/script_agent.py","Shubhamsaboo_awesome-llm-apps.advanced_ai_agents.multi_agent_apps.ai_news_and_podcast_agents.beifong.agents.script_agent.podcast_script_agent_run","agno",".run","podcast_script_agent.run","podcast_script_agent.run(f'query: {query}\n language_name: {language_name}\n content_texts: {content_texts}\n, IMPORTANT: texts should be in {language_name} language.', session_id=agent.session_id)","122","15","False","2",""
"Shubhamsaboo/awesome-llm-apps","Shubhamsaboo_awesome-llm-apps/advanced_ai_agents/multi_agent_apps/ai_news_and_podcast_agents/beifong/agents/search_agent.py::99::15","Shubhamsaboo_awesome-llm-apps/advanced_ai_agents/multi_agent_apps/ai_news_and_podcast_agents/beifong/agents/search_agent.py","Shubhamsaboo_awesome-llm-apps.advanced_ai_agents.multi_agent_apps.ai_news_and_podcast_agents.beifong.agents.search_agent.search_agent_run","agno",".run","search_agent.run","search_agent.run(query, session_id=session_id)","99","15","False","2",""
"Shubhamsaboo/awesome-llm-apps","Shubhamsaboo_awesome-llm-apps/advanced_ai_agents/multi_agent_apps/ai_news_and_podcast_agents/beifong/processors/ai_analysis_processor.py::40::19","Shubhamsaboo_awesome-llm-apps/advanced_ai_agents/multi_agent_apps/ai_news_and_podcast_agents/beifong/processors/ai_analysis_processor.py","Shubhamsaboo_awesome-llm-apps.advanced_ai_agents.multi_agent_apps.ai_news_and_podcast_agents.beifong.processors.ai_analysis_processor.process_article_with_ai","openai","chat.completions.create","client.chat.completions.create","client.chat.completions.create(model=WEB_PAGE_ANALYSE_MODEL, response_format={'type': 'json_object'}, messages=[{'role': 'system', 'content': MODEL_INSTRUCTION}, {'role': 'user', 'content': f'\n                                Analyze this article and provide a structured output with three components:\n\n                                1. A list of 3-5 relevant categories for this article\n                                2. A concise 2-3 sentence summary of the article\n                                3. The extracted main article content, removing any navigation, ads, or irrelevant elements\n\n                                Article Title: {title}\n                                Article URL: {url}\n                                Description: {description}\n\n                                Article Text:\n                                {clean_text}\n\n                                Provide your response as a JSON object with these keys:\n                                - categories: an array of 3-5 relevant categories (as strings)\n                                - summary: a 2-3 sentence summary of the article\n                                - content: the cleaned main article content\n                                '}], temperature=0.3, max_tokens=1500)","40","19","False","5",""
"Shubhamsaboo/awesome-llm-apps","Shubhamsaboo_awesome-llm-apps/advanced_ai_agents/multi_agent_apps/ai_news_and_podcast_agents/beifong/services/celery_tasks.py::64::19","Shubhamsaboo_awesome-llm-apps/advanced_ai_agents/multi_agent_apps/ai_news_and_podcast_agents/beifong/services/celery_tasks.py","Shubhamsaboo_awesome-llm-apps.advanced_ai_agents.multi_agent_apps.ai_news_and_podcast_agents.beifong.services.celery_tasks.agent_chat","agno",".run","_agent.run","_agent.run(message, session_id=session_id)","64","19","False","2",""
"Shubhamsaboo/awesome-llm-apps","Shubhamsaboo_awesome-llm-apps/advanced_ai_agents/multi_agent_apps/ai_news_and_podcast_agents/beifong/tests/tool_browseruse_test.py::16::19","Shubhamsaboo_awesome-llm-apps/advanced_ai_agents/multi_agent_apps/ai_news_and_podcast_agents/beifong/tests/tool_browseruse_test.py","Shubhamsaboo_awesome-llm-apps.advanced_ai_agents.multi_agent_apps.ai_news_and_podcast_agents.beifong.tests.tool_browseruse_test.main","langchain_openai",".run","agent.run","agent.run()","16","19","True","0",""
"Shubhamsaboo/awesome-llm-apps","Shubhamsaboo_awesome-llm-apps/advanced_ai_agents/multi_agent_apps/ai_news_and_podcast_agents/beifong/tools/pipeline/image_generate_agent.py::70::8","Shubhamsaboo_awesome-llm-apps/advanced_ai_agents/multi_agent_apps/ai_news_and_podcast_agents/beifong/tools/pipeline/image_generate_agent.py","Shubhamsaboo_awesome-llm-apps.advanced_ai_agents.multi_agent_apps.ai_news_and_podcast_agents.beifong.tools.pipeline.image_generate_agent.image_generation_agent_run","agno",".run","image_agent.run","image_agent.run(f'query: {query},\n podcast script: {json.dumps(generated_script)}', session_id=session_id)","70","8","False","2",""
