"repo","qname","file","line","reason","kind"
"NousResearch/hermes-agent","NousResearch_hermes-agent.tests.run_agent.test_deepseek_v4_thinking_live.test_deepseek_v4_thinking_tool_call_replay_round_trip","NousResearch_hermes-agent/tests/run_agent/test_deepseek_v4_thinking_live.py","121","matches 'chat.completions.create' from openai","direct"
"NousResearch/hermes-agent","NousResearch_hermes-agent.tests.agent.transports.test_chat_completions.TestPromptCacheKeyCapability._request_body","NousResearch_hermes-agent/tests/agent/transports/test_chat_completions.py","580","matches 'chat.completions.create' from openai","direct"
"NousResearch/hermes-agent","NousResearch_hermes-agent.plugins.memory.mem0._backend.PlatformBackend.search","NousResearch_hermes-agent/plugins/memory/mem0/_backend.py","56","matches '.search' from mem0","direct"
"NousResearch/hermes-agent","NousResearch_hermes-agent.plugins.memory.mem0._backend.PlatformBackend.add","NousResearch_hermes-agent/plugins/memory/mem0/_backend.py","60","matches '.add' from mem0","direct"
"NousResearch/hermes-agent","NousResearch_hermes-agent.plugins.memory.mem0._backend.OSSBackend.search","NousResearch_hermes-agent/plugins/memory/mem0/_backend.py","272","matches '.search' from mem0","direct"
"NousResearch/hermes-agent","NousResearch_hermes-agent.plugins.memory.mem0._backend.OSSBackend.add","NousResearch_hermes-agent/plugins/memory/mem0/_backend.py","276","matches '.add' from mem0","direct"
"NousResearch/hermes-agent","NousResearch_hermes-agent.plugins.memory.mem0._setup._write_env","NousResearch_hermes-agent/plugins/memory/mem0/_setup.py","191","matches '.add' from mem0","direct"
"NousResearch/hermes-agent","NousResearch_hermes-agent.plugins.memory.mem0._setup._install_provider_deps","NousResearch_hermes-agent/plugins/memory/mem0/_setup.py","855","matches '.add' from mem0","direct"
"NousResearch/hermes-agent","NousResearch_hermes-agent.optional-skills.security.godmode.scripts.auto_jailbreak._test_query","NousResearch_hermes-agent/optional-skills/security/godmode/scripts/auto_jailbreak.py","351","matches 'chat.completions.create' from openai","direct"
"NousResearch/hermes-agent","NousResearch_hermes-agent.optional-skills.security.godmode.scripts.godmode_race._query_model","NousResearch_hermes-agent/optional-skills/security/godmode/scripts/godmode_race.py","282","matches 'chat.completions.create' from openai","direct"
"NousResearch/hermes-agent","NousResearch_hermes-agent.optional-skills.research.darwinian-evolver.scripts.parrot_openrouter._prompt_llm","NousResearch_hermes-agent/optional-skills/research/darwinian-evolver/scripts/parrot_openrouter.py","45","matches 'chat.completions.create' from openai","direct"
"NousResearch/hermes-agent","NousResearch_hermes-agent.optional-skills.research.darwinian-evolver.templates.custom_problem_template._prompt_llm","NousResearch_hermes-agent/optional-skills/research/darwinian-evolver/templates/custom_problem_template.py","53","matches 'chat.completions.create' from openai","direct"
"microsoft/agent-governance-toolkit","microsoft_agent-governance-toolkit.policy-engine.sdk.python.tests.test_real_packages.LangChainRealPackageTests.test_guard_wraps_real_runnable_and_transforms_input","microsoft_agent-governance-toolkit/policy-engine/sdk/python/tests/test_real_packages.py","136","matches '.ainvoke' from langchain_core","direct"
"microsoft/agent-governance-toolkit","microsoft_agent-governance-toolkit.policy-engine.sdk.python.tests.test_real_packages.LangChainRealPackageTests.test_guard_transforms_real_runnable_output","microsoft_agent-governance-toolkit/policy-engine/sdk/python/tests/test_real_packages.py","154","matches '.ainvoke' from langchain_core","direct"
"microsoft/agent-governance-toolkit","microsoft_agent-governance-toolkit.policy-engine.sdk.python.tests.test_real_packages.LangChainRealPackageTests.test_guard_blocks_real_runnable_input","microsoft_agent-governance-toolkit/policy-engine/sdk/python/tests/test_real_packages.py","165","matches '.ainvoke' from langchain_core","direct"
"microsoft/agent-governance-toolkit","microsoft_agent-governance-toolkit.policy-engine.sdk.python.tests.test_real_packages.LangChainRealPackageTests.test_guard_blocks_real_runnable_output","microsoft_agent-governance-toolkit/policy-engine/sdk/python/tests/test_real_packages.py","175","matches '.ainvoke' from langchain_core","direct"
"microsoft/agent-governance-toolkit","microsoft_agent-governance-toolkit.policy-engine.sdk.python.tests.test_real_packages.LangChainRealPackageTests.test_guard_blocks_sync_invoke_bypass","microsoft_agent-governance-toolkit/policy-engine/sdk/python/tests/test_real_packages.py","185","matches '.invoke' from semantic_kernel","direct"
"microsoft/agent-governance-toolkit","microsoft_agent-governance-toolkit.policy-engine.sdk.python.tests.test_real_packages.OpenAIRealPackageTests.test_guard_allows_and_returns_real_chat_completion","microsoft_agent-governance-toolkit/policy-engine/sdk/python/tests/test_real_packages.py","218","matches 'chat.completions.create' from openai","direct"
"microsoft/agent-governance-toolkit","microsoft_agent-governance-toolkit.policy-engine.sdk.python.tests.test_real_packages.OpenAIRealPackageTests.test_guard_pre_transform_reaches_real_client","microsoft_agent-governance-toolkit/policy-engine/sdk/python/tests/test_real_packages.py","235","matches 'chat.completions.create' from openai","direct"
"microsoft/agent-governance-toolkit","microsoft_agent-governance-toolkit.policy-engine.sdk.python.tests.test_real_packages.OpenAIRealPackageTests.test_guard_blocks_before_calling_real_client","microsoft_agent-governance-toolkit/policy-engine/sdk/python/tests/test_real_packages.py","256","matches 'chat.completions.create' from openai","direct"
"microsoft/agent-governance-toolkit","microsoft_agent-governance-toolkit.policy-engine.sdk.python.tests.test_real_packages.OpenAIRealPackageTests.test_guard_blocks_real_client_post_model_call","microsoft_agent-governance-toolkit/policy-engine/sdk/python/tests/test_real_packages.py","275","matches 'chat.completions.create' from openai","direct"
"microsoft/agent-governance-toolkit","microsoft_agent-governance-toolkit.policy-engine.sdk.python.tests.test_real_packages.AnthropicRealPackageTests.test_guard_allows_real_messages_create","microsoft_agent-governance-toolkit/policy-engine/sdk/python/tests/test_real_packages.py","316","matches 'messages.create' from anthropic","direct"
"microsoft/agent-governance-toolkit","microsoft_agent-governance-toolkit.policy-engine.sdk.python.tests.test_real_packages.AnthropicRealPackageTests.test_guard_blocks_real_messages_pre_model_call","microsoft_agent-governance-toolkit/policy-engine/sdk/python/tests/test_real_packages.py","328","matches 'messages.create' from anthropic","direct"
"microsoft/agent-governance-toolkit","microsoft_agent-governance-toolkit.policy-engine.sdk.python.tests.test_real_packages.AnthropicRealPackageTests.test_guard_blocks_real_messages_post_model_call","microsoft_agent-governance-toolkit/policy-engine/sdk/python/tests/test_real_packages.py","339","matches 'messages.create' from anthropic","direct"
"microsoft/agent-governance-toolkit","microsoft_agent-governance-toolkit.policy-engine.sdk.python.tests.test_real_packages.OpenAIAgentsRealPackageTests.test_guard_allows_real_runner","microsoft_agent-governance-toolkit/policy-engine/sdk/python/tests/test_real_packages.py","387","matches '.run' from autogen_agentchat","direct"
"microsoft/agent-governance-toolkit","microsoft_agent-governance-toolkit.policy-engine.sdk.python.tests.test_real_packages.OpenAIAgentsRealPackageTests.test_guard_blocks_real_runner_input","microsoft_agent-governance-toolkit/policy-engine/sdk/python/tests/test_real_packages.py","395","matches '.run' from autogen_agentchat","direct"
"microsoft/agent-governance-toolkit","microsoft_agent-governance-toolkit.policy-engine.sdk.python.tests.test_real_packages.OpenAIAgentsRealPackageTests.test_guard_blocks_real_runner_output","microsoft_agent-governance-toolkit/policy-engine/sdk/python/tests/test_real_packages.py","403","matches '.run' from autogen_agentchat","direct"
"microsoft/agent-governance-toolkit","microsoft_agent-governance-toolkit.policy-engine.sdk.python.tests.test_real_packages.SemanticKernelRealPackageTests.test_guard_allows_real_kernel_function","microsoft_agent-governance-toolkit/policy-engine/sdk/python/tests/test_real_packages.py","426","matches '.invoke' from semantic_kernel","direct"
"microsoft/agent-governance-toolkit","microsoft_agent-governance-toolkit.policy-engine.sdk.python.tests.test_real_packages.SemanticKernelRealPackageTests.test_guard_blocks_real_kernel_function_pre_tool_call","microsoft_agent-governance-toolkit/policy-engine/sdk/python/tests/test_real_packages.py","435","matches '.invoke' from semantic_kernel","direct"
"microsoft/agent-governance-toolkit","microsoft_agent-governance-toolkit.policy-engine.sdk.python.tests.test_real_packages.SemanticKernelRealPackageTests.test_guard_blocks_real_kernel_function_post_tool_call","microsoft_agent-governance-toolkit/policy-engine/sdk/python/tests/test_real_packages.py","444","matches '.invoke' from semantic_kernel","direct"
"microsoft/agent-governance-toolkit","microsoft_agent-governance-toolkit.policy-engine.sdk.python.tests.test_real_packages.AutoGenRealPackageTests._agent","microsoft_agent-governance-toolkit/policy-engine/sdk/python/tests/test_real_packages.py","456","matches '.create' from autogen_core","direct"
"microsoft/agent-governance-toolkit","microsoft_agent-governance-toolkit.policy-engine.sdk.python.tests.test_real_packages.AutoGenRealPackageTests.test_guard_allows_real_assistant_agent","microsoft_agent-governance-toolkit/policy-engine/sdk/python/tests/test_real_packages.py","503","matches '.run' from autogen_agentchat","direct"
"microsoft/agent-governance-toolkit","microsoft_agent-governance-toolkit.policy-engine.sdk.python.tests.test_real_packages.AutoGenRealPackageTests.test_guard_blocks_real_assistant_agent_input","microsoft_agent-governance-toolkit/policy-engine/sdk/python/tests/test_real_packages.py","509","matches '.run' from autogen_agentchat","direct"
"microsoft/agent-governance-toolkit","microsoft_agent-governance-toolkit.policy-engine.sdk.python.tests.test_real_packages.AutoGenRealPackageTests.test_guard_blocks_real_assistant_agent_output","microsoft_agent-governance-toolkit/policy-engine/sdk/python/tests/test_real_packages.py","516","matches '.run' from autogen_agentchat","direct"
"microsoft/agent-governance-toolkit","microsoft_agent-governance-toolkit.policy-engine.sdk.python.tests.test_real_packages.CrewAIRealPackageTests.test_guard_allows_real_crew","microsoft_agent-governance-toolkit/policy-engine/sdk/python/tests/test_real_packages.py","555","matches '.kickoff' from crewai","direct"
"microsoft/agent-governance-toolkit","microsoft_agent-governance-toolkit.policy-engine.sdk.python.tests.test_real_packages.CrewAIRealPackageTests.test_guard_blocks_real_crew_input","microsoft_agent-governance-toolkit/policy-engine/sdk/python/tests/test_real_packages.py","562","matches '.kickoff' from crewai","direct"
"microsoft/agent-governance-toolkit","microsoft_agent-governance-toolkit.policy-engine.sdk.python.tests.test_real_packages.CrewAIRealPackageTests.test_guard_blocks_real_crew_output","microsoft_agent-governance-toolkit/policy-engine/sdk/python/tests/test_real_packages.py","569","matches '.kickoff' from crewai","direct"
"microsoft/agent-governance-toolkit","microsoft_agent-governance-toolkit.policy-engine.sdk.python.examples.real_packages.anthropic_client.main","microsoft_agent-governance-toolkit/policy-engine/sdk/python/examples/real_packages/anthropic_client.py","12","matches 'messages.create' from anthropic","direct"
"microsoft/agent-governance-toolkit","microsoft_agent-governance-toolkit.policy-engine.sdk.python.examples.real_packages.autogen_agent.main","microsoft_agent-governance-toolkit/policy-engine/sdk/python/examples/real_packages/autogen_agent.py","13","matches '.run' from autogen_agentchat","direct"
"microsoft/agent-governance-toolkit","microsoft_agent-governance-toolkit.policy-engine.sdk.python.examples.real_packages.crewai_crew.main","microsoft_agent-governance-toolkit/policy-engine/sdk/python/examples/real_packages/crewai_crew.py","12","matches '.kickoff' from crewai","direct"
"microsoft/agent-governance-toolkit","microsoft_agent-governance-toolkit.policy-engine.sdk.python.examples.real_packages.langchain_runnable.main","microsoft_agent-governance-toolkit/policy-engine/sdk/python/examples/real_packages/langchain_runnable.py","12","matches '.ainvoke' from langchain_openai","direct"
"microsoft/agent-governance-toolkit","microsoft_agent-governance-toolkit.policy-engine.sdk.python.examples.real_packages.openai_client.main","microsoft_agent-governance-toolkit/policy-engine/sdk/python/examples/real_packages/openai_client.py","12","matches 'chat.completions.create' from openai","direct"
"microsoft/agent-governance-toolkit","microsoft_agent-governance-toolkit.policy-engine.sdk.python.examples.real_packages.semantic_kernel_function.main","microsoft_agent-governance-toolkit/policy-engine/sdk/python/examples/real_packages/semantic_kernel_function.py","19","matches '.invoke' from semantic_kernel","direct"
"microsoft/agent-governance-toolkit","microsoft_agent-governance-toolkit.agent-governance-python.agent-os.src.agent_os.integrations.anthropic_adapter._GovernedMessages.create","microsoft_agent-governance-toolkit/agent-governance-python/agent-os/src/agent_os/integrations/anthropic_adapter.py","242","matches 'messages.create' from anthropic","direct"
"microsoft/agent-governance-toolkit","microsoft_agent-governance-toolkit.agent-governance-python.agent-os.src.agent_os.integrations.anthropic_adapter.GovernanceMessageHook.create","microsoft_agent-governance-toolkit/agent-governance-python/agent-os/src/agent_os/integrations/anthropic_adapter.py","457","matches 'messages.create' from anthropic","direct"
"microsoft/agent-governance-toolkit","microsoft_agent-governance-toolkit.agent-governance-python.agent-os.src.agent_os.integrations.semantic_kernel_adapter.GovernedSemanticKernel.invoke","microsoft_agent-governance-toolkit/agent-governance-python/agent-os/src/agent_os/integrations/semantic_kernel_adapter.py","255","matches '.invoke' from semantic_kernel","direct"
"microsoft/agent-governance-toolkit","microsoft_agent-governance-toolkit.agent-governance-python.agent-os.src.agent_os.integrations.semantic_kernel_adapter.GovernedSemanticKernel.invoke_sync","microsoft_agent-governance-toolkit/agent-governance-python/agent-os/src/agent_os/integrations/semantic_kernel_adapter.py","376","matches '.invoke' from semantic_kernel","direct"
"microsoft/agent-governance-toolkit","microsoft_agent-governance-toolkit.agent-governance-python.agent-os.src.agent_os.integrations.semantic_kernel_adapter.GovernedSemanticKernel.invoke_prompt","microsoft_agent-governance-toolkit/agent-governance-python/agent-os/src/agent_os/integrations/semantic_kernel_adapter.py","583","matches '.invoke_prompt' from semantic_kernel","direct"
"microsoft/agent-governance-toolkit","microsoft_agent-governance-toolkit.agent-governance-python.agent-os.src.agent_os.integrations.semantic_kernel_adapter.GovernedPlan.invoke","microsoft_agent-governance-toolkit/agent-governance-python/agent-os/src/agent_os/integrations/semantic_kernel_adapter.py","782","matches '.invoke' from semantic_kernel","direct"
"microsoft/agent-governance-toolkit","microsoft_agent-governance-toolkit.agent-governance-python.agent-os.examples.chat-agent.chat.chat_agent","microsoft_agent-governance-toolkit/agent-governance-python/agent-os/examples/chat-agent/chat.py","30","matches 'chat.completions.create' from openai","direct"
"microsoft/agent-governance-toolkit","microsoft_agent-governance-toolkit.agent-governance-python.agent-os.examples.tool-using-agent.agent.tool_agent","microsoft_agent-governance-toolkit/agent-governance-python/agent-os/examples/tool-using-agent/agent.py","61","matches 'chat.completions.create' from openai","direct"
"microsoft/agent-governance-toolkit","microsoft_agent-governance-toolkit.agent-governance-python.agent-os.examples.self-evaluating.examples.example_evaluation_engineering.ai_date_parser","microsoft_agent-governance-toolkit/agent-governance-python/agent-os/examples/self-evaluating/examples/example_evaluation_engineering.py","331","matches 'chat.completions.create' from openai","direct"
"microsoft/agent-governance-toolkit","microsoft_agent-governance-toolkit.agent-governance-python.agent-os.examples.self-evaluating.examples.example_evaluation_engineering.ai_customer_service","microsoft_agent-governance-toolkit/agent-governance-python/agent-os/examples/self-evaluating/examples/example_evaluation_engineering.py","358","matches 'chat.completions.create' from openai","direct"
"microsoft/agent-governance-toolkit","microsoft_agent-governance-toolkit.agent-governance-python.agent-os.examples.self-evaluating.src.agent.DoerAgent.act","microsoft_agent-governance-toolkit/agent-governance-python/agent-os/examples/self-evaluating/src/agent.py","334","matches 'chat.completions.create' from openai","direct"
"microsoft/agent-governance-toolkit","microsoft_agent-governance-toolkit.agent-governance-python.agent-os.examples.self-evaluating.src.agent.SelfEvolvingAgent.act","microsoft_agent-governance-toolkit/agent-governance-python/agent-os/examples/self-evaluating/src/agent.py","755","matches 'chat.completions.create' from openai","direct"
"microsoft/agent-governance-toolkit","microsoft_agent-governance-toolkit.agent-governance-python.agent-os.examples.self-evaluating.src.agent.SelfEvolvingAgent.reflect","microsoft_agent-governance-toolkit/agent-governance-python/agent-os/examples/self-evaluating/src/agent.py","780","matches 'chat.completions.create' from openai","direct"
"microsoft/agent-governance-toolkit","microsoft_agent-governance-toolkit.agent-governance-python.agent-os.examples.self-evaluating.src.agent.SelfEvolvingAgent.evolve","microsoft_agent-governance-toolkit/agent-governance-python/agent-os/examples/self-evaluating/src/agent.py","827","matches 'chat.completions.create' from openai","direct"
"microsoft/agent-governance-toolkit","microsoft_agent-governance-toolkit.agent-governance-python.agent-os.examples.self-evaluating.src.intent_detection.IntentDetector.detect_intent","microsoft_agent-governance-toolkit/agent-governance-python/agent-os/examples/self-evaluating/src/intent_detection.py","44","matches 'chat.completions.create' from openai","direct"
"microsoft/agent-governance-toolkit","microsoft_agent-governance-toolkit.agent-governance-python.agent-os.examples.self-evaluating.src.model_upgrade.ModelUpgradeManager._test_scenario_with_baseline","microsoft_agent-governance-toolkit/agent-governance-python/agent-os/examples/self-evaluating/src/model_upgrade.py","132","matches 'chat.completions.create' from openai","direct"
"microsoft/agent-governance-toolkit","microsoft_agent-governance-toolkit.agent-governance-python.agent-os.examples.self-evaluating.src.model_upgrade.ModelUpgradeManager._evaluate_response","microsoft_agent-governance-toolkit/agent-governance-python/agent-os/examples/self-evaluating/src/model_upgrade.py","181","matches 'chat.completions.create' from openai","direct"
"microsoft/agent-governance-toolkit","microsoft_agent-governance-toolkit.agent-governance-python.agent-os.examples.self-evaluating.src.observer.ObserverAgent.reflect","microsoft_agent-governance-toolkit/agent-governance-python/agent-os/examples/self-evaluating/src/observer.py","110","matches 'chat.completions.create' from openai","direct"
"microsoft/agent-governance-toolkit","microsoft_agent-governance-toolkit.agent-governance-python.agent-os.examples.self-evaluating.src.observer.ObserverAgent.evolve","microsoft_agent-governance-toolkit/agent-governance-python/agent-os/examples/self-evaluating/src/observer.py","156","matches 'chat.completions.create' from openai","direct"
"microsoft/agent-governance-toolkit","microsoft_agent-governance-toolkit.agent-governance-python.agent-mesh.src.agentmesh.integrations.crewai.crew.TrustAwareCrew.kickoff","microsoft_agent-governance-toolkit/agent-governance-python/agent-mesh/src/agentmesh/integrations/crewai/crew.py","80","matches '.kickoff' from crewai","direct"
"microsoft/agent-governance-toolkit","microsoft_agent-governance-toolkit.agent-governance-python.agent-mesh.src.agentmesh.integrations.swarm.TrustedSwarm.run","microsoft_agent-governance-toolkit/agent-governance-python/agent-mesh/src/agentmesh/integrations/swarm/__init__.py","234","matches '.run' from swarm","direct"
"Sumanth077/Hands-On-AI-Engineering","Sumanth077_Hands-On-AI-Engineering.rag_apps.reasoning_rag.agents._agent_text","Sumanth077_Hands-On-AI-Engineering/rag_apps/reasoning_rag/agents.py","103","matches '.run' from agno","direct"
"Sumanth077/Hands-On-AI-Engineering","Sumanth077_Hands-On-AI-Engineering.rag_apps.reasoning_rag.agents.stream_answer","Sumanth077_Hands-On-AI-Engineering/rag_apps/reasoning_rag/agents.py","163","matches '.run' from agno","direct"
"Sumanth077/Hands-On-AI-Engineering","Sumanth077_Hands-On-AI-Engineering.rag_apps.youtube_transcript_rag.app.generate_answer","Sumanth077_Hands-On-AI-Engineering/rag_apps/youtube_transcript_rag/app.py","200","matches '.invoke' from langchain_mistralai","direct"
"Sumanth077/Hands-On-AI-Engineering","Sumanth077_Hands-On-AI-Engineering.rag_apps.rag_agent_with_database_routing.rag_agent.fallback.run_fallback","Sumanth077_Hands-On-AI-Engineering/rag_apps/rag_agent_with_database_routing/rag_agent/fallback.py","16","matches 'responses.create' from openai","direct"
"Sumanth077/Hands-On-AI-Engineering","Sumanth077_Hands-On-AI-Engineering.multimodal.medical_document_parser.llm_extractor.extract_from_page","Sumanth077_Hands-On-AI-Engineering/multimodal/medical_document_parser/llm_extractor.py","62","matches 'chat.completions.create' from openai","direct"
"Sumanth077/Hands-On-AI-Engineering","Sumanth077_Hands-On-AI-Engineering.audio.multilingual_audio_translator.translator.translate","Sumanth077_Hands-On-AI-Engineering/audio/multilingual_audio_translator/translator.py","49","matches 'chat.completions.create' from openai","direct"
"Sumanth077/Hands-On-AI-Engineering","Sumanth077_Hands-On-AI-Engineering.ai_agents.agentic-form-filler.llm.chat_and_update_fields_stream","Sumanth077_Hands-On-AI-Engineering/ai_agents/agentic-form-filler/llm.py","73","matches 'chat.completions.create' from openai","direct"
"Sumanth077/Hands-On-AI-Engineering","Sumanth077_Hands-On-AI-Engineering.ai_agents.agentic_rag_system.main.ask_question","Sumanth077_Hands-On-AI-Engineering/ai_agents/agentic_rag_system/main.py","59","matches '.invoke' from langchain_community","direct"
"Sumanth077/Hands-On-AI-Engineering","Sumanth077_Hands-On-AI-Engineering.ai_agents.agentic_rag_system.rag_graph.grade_retrieval","Sumanth077_Hands-On-AI-Engineering/ai_agents/agentic_rag_system/rag_graph.py","87","matches '.invoke' from langchain_google_genai","direct"
"Sumanth077/Hands-On-AI-Engineering","Sumanth077_Hands-On-AI-Engineering.ai_agents.agentic_rag_system.rag_graph.generate","Sumanth077_Hands-On-AI-Engineering/ai_agents/agentic_rag_system/rag_graph.py","149","matches '.invoke' from langchain_google_genai","direct"
"Sumanth077/Hands-On-AI-Engineering","Sumanth077_Hands-On-AI-Engineering.ai_agents.agentic_sql_search.agent.run_agent","Sumanth077_Hands-On-AI-Engineering/ai_agents/agentic_sql_search/agent.py","137","matches '.invoke' from langchain_google_genai","direct"
"Sumanth077/Hands-On-AI-Engineering","Sumanth077_Hands-On-AI-Engineering.ai_agents.ai_customer_support_agent.app.search_memories","Sumanth077_Hands-On-AI-Engineering/ai_agents/ai_customer_support_agent/app.py","62","matches '.search' from mem0","direct"
"Sumanth077/Hands-On-AI-Engineering","Sumanth077_Hands-On-AI-Engineering.ai_agents.ai_customer_support_agent.app.add_to_memory","Sumanth077_Hands-On-AI-Engineering/ai_agents/ai_customer_support_agent/app.py","70","matches '.add' from mem0","direct"
"Sumanth077/Hands-On-AI-Engineering","Sumanth077_Hands-On-AI-Engineering.ai_agents.ai_customer_support_agent.app.generate_response","Sumanth077_Hands-On-AI-Engineering/ai_agents/ai_customer_support_agent/app.py","140","matches '.invoke' from langchain_mistralai","direct"
"Sumanth077/Hands-On-AI-Engineering","Sumanth077_Hands-On-AI-Engineering.ai_agents.ai_debate_agent.debate._debater_a_node","Sumanth077_Hands-On-AI-Engineering/ai_agents/ai_debate_agent/debate.py","119","matches 'chat.completions.create' from openai","direct"
"Sumanth077/Hands-On-AI-Engineering","Sumanth077_Hands-On-AI-Engineering.ai_agents.ai_debate_agent.debate._debater_b_node","Sumanth077_Hands-On-AI-Engineering/ai_agents/ai_debate_agent/debate.py","141","matches 'chat.completions.create' from openai","direct"
"Sumanth077/Hands-On-AI-Engineering","Sumanth077_Hands-On-AI-Engineering.ai_agents.ai_debate_agent.debate._judge_node","Sumanth077_Hands-On-AI-Engineering/ai_agents/ai_debate_agent/debate.py","190","matches 'chat.completions.create' from openai","direct"
"Sumanth077/Hands-On-AI-Engineering","Sumanth077_Hands-On-AI-Engineering.ai_agents.ai_debate_agent.debate.run_debate","Sumanth077_Hands-On-AI-Engineering/ai_agents/ai_debate_agent/debate.py","284","matches '.stream' from langgraph","direct"
"Sumanth077/Hands-On-AI-Engineering","Sumanth077_Hands-On-AI-Engineering.ai_agents.ai_debate_agent.test_orq.main","Sumanth077_Hands-On-AI-Engineering/ai_agents/ai_debate_agent/test_orq.py","22","matches 'chat.completions.create' from openai","direct"
"Sumanth077/Hands-On-AI-Engineering","Sumanth077_Hands-On-AI-Engineering.ai_agents.documentation_qna_agent.agent_service.summarize_documentation","Sumanth077_Hands-On-AI-Engineering/ai_agents/documentation_qna_agent/agent_service.py","171","matches '.ainvoke' from langchain_openai","direct"
"Sumanth077/Hands-On-AI-Engineering","Sumanth077_Hands-On-AI-Engineering.ai_agents.documentation_qna_agent.agent_service.answer_question","Sumanth077_Hands-On-AI-Engineering/ai_agents/documentation_qna_agent/agent_service.py","190","matches '.ainvoke' from langchain_openai","direct"
"Sumanth077/Hands-On-AI-Engineering","Sumanth077_Hands-On-AI-Engineering.ai_agents.email_auto_responder.crew.EmailProcessingCrew.process_email","Sumanth077_Hands-On-AI-Engineering/ai_agents/email_auto_responder/crew.py","202","matches '.kickoff' from crewai","direct"
"Sumanth077/Hands-On-AI-Engineering","Sumanth077_Hands-On-AI-Engineering.ai_agents.email_auto_responder.flow.run_email_flow","Sumanth077_Hands-On-AI-Engineering/ai_agents/email_auto_responder/flow.py","75","matches '.kickoff' from crewai","direct"
"Sumanth077/Hands-On-AI-Engineering","Sumanth077_Hands-On-AI-Engineering.ai_agents.hotel_finder_agent.app.run_hotel_agent","Sumanth077_Hands-On-AI-Engineering/ai_agents/hotel_finder_agent/app.py","66","matches 'chat.completions.create' from openai","direct"
"Sumanth077/Hands-On-AI-Engineering","Sumanth077_Hands-On-AI-Engineering.ai_agents.instagram_post_crew.crew.run_instagram_post_crew","Sumanth077_Hands-On-AI-Engineering/ai_agents/instagram_post_crew/crew.py","49","matches '.kickoff' from crewai","direct"
"Sumanth077/Hands-On-AI-Engineering","Sumanth077_Hands-On-AI-Engineering.ai_agents.instagram_post_crew.tools.duckduckgo_search_tool","Sumanth077_Hands-On-AI-Engineering/ai_agents/instagram_post_crew/tools.py","13","matches '.run' from langchain_community","direct"
"Sumanth077/Hands-On-AI-Engineering","Sumanth077_Hands-On-AI-Engineering.ai_agents.langchain_data_agent.agent._create_agent","Sumanth077_Hands-On-AI-Engineering/ai_agents/langchain_data_agent/agent.py","106","matches '.invoke' from langchain_openai","direct"
